CTRY,MCA,UNLocode,Country/Port Name,Label using special characters,Nat. Stat. Group,Statistical Port,National Code,2024 list: modifications compared to 2023 list,TEN-T network,Port on an island (X: Island; O: Outer region),Sea ,Sea code,NUTS 3 code,2023 list: modifications compared to 2022 list,2022 list: modifications compared to 2021 list,2021 list: modifications compared to 2020 list,2020 list: modifications compared to 2019 list,2019 list: modifications compared to 2018 list,2018 list: modifications compared to 2017 list,2017 list: modifications compared to 2016 list,2016 list: modifications compared to 2015 list,2015 list: modifications compared to 2014 list,2014 list: modifications compared to 2013 list,2013 list: modifications compared to 2012 list,2012 list: modifications compared to 2011 list,2011 list: modifications compared to 2010 list,2010 list: modifications compared to 2009 list,2009 list: modifications compared to 2008 list,2008 list: modifications compared to 2007 list,2007 list: modifications compared to 2006 list,2006 list: modifications compared to 2005 list,2005 list: modifications compared to 2004 Excel list,2004 Excel list: modifications compared to 2004 official list,2004 official list: modifications compared to 2000 official list,2000 official list: modifications compared to 1998 official list,previous changes (partial coverage) and other comments,Coordinates from 2009 list or provided by country,Coordinates UNECE,Coordinates Antwerpen (March 2009),Coordinates GISCO     Longitude    (SIF January 2009),Coordinates GISCO     Latitude    (SIF January 2009),Label in Comm Dec 2008/861,Label in UNECE
FR,FR01,FRURO,Rouen,,,X,10,,Core,,Atlantic ocean,1,FRD22,,,,,,,,,,,,,,,,,,,,,,,,,,4929N 00105E,1.066666667,49.46666667,Rouen ,Rouen
FR,FR02,FRVFM,Villefranche sur mer,,FRNCE,,,,,,Mediterranean sea,6,FRL03,,,,,,,,,,,,,2011: MCA corrected (previously FR01),,2009: Added as non-statistical port,,,,,,,,,4342N 00718E,4342N 00718E,4342N 00718E,,,,Villefranche-sur-Mer
FR,FR01,FRVNE,Vannes,,,X,41,,,,Atlantic ocean,1,FRH04,,,,,,,,,,,,,,,,,,,,,,,,,,4739N 00245W,-2.766666667,47.65,Vannes ,Vannes
GA,GA00,GA888,GABON,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GABON
GD,GD00,GD888,GRENADA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GRENADA
GE,GE00,GE888,GEORGIA,,,,,,,,Black sea,7,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GEORGIA
FR,FR03,GF888,Other - France Guyane Francaise,Other - France Guyane Française,,,,,,O,Non Short Sea Shipping,,FRY30,,,,,,,,,,,,,,,,,,,,,2004: New entry,,FR DOM,,,,,,Other — France Guyane française ,.FRENCH GUIANA
FR,FR03,GFCAY,Cayenne,,,X,,,Comprehensive,,Non Short Sea Shipping,,FRY30,,,,,,2018: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,
FR,FR03,GFDDC,Degrad des Cannes (Guyane Francaise),Degrad-des Cannes (Guyane Française),GFCAY,,94,,,O,Non Short Sea Shipping,,FRY30,,,,,,2018: Becomes a non statistical port,,,,,,,,,,,,,,,,2000: New entry,FR DOM,0451N 05216W,0451N 05216W,0451N 05216W,-52.26666667,4.85,Dégrad-des-Cannes (Guyane française) ,Dégrad des Cannes
FR,FR03,GFLVT,Larivot (Guyane Francaise),Larivot (Guyane Française),,X,91,,,O,Non Short Sea Shipping,,FRY30,,,,,,,,,,,,,,,,,,,,,,2000: New entry,2018: No data reported since 2007 - FR DOM,,,0454N 05222W,,,Larivot (Guyane française) ,Le Larivot
FR,FR03,GFQKR,Kourou (Guyane Francaise),Kourou (Guyane Française),GFDDC,,96,,,O,Non Short Sea Shipping,,FRY30,,,,,,,,,,,,,,,2009: Becomes non-statistical,,,,,,,2000: New entry,FR DOM,,,0509N 05240W,,,Kourou (Guyane française) ,Kourou
FR,FR03,GFSLM,St Laurent du Maroni (Guyane Francaise),St Laurent du Maroni (Guyane Française),,X,95,,,O,Non Short Sea Shipping,,FRY30,,,,,,,,,,,,,,,,,,,,,,2000: New entry,2018: No data reported since 2007 - FR DOM,,0530N 05402W,0530N 05402W,-54.03333333,5.5,Saint-Laurent-du-Maroni (Guyane française) ,St Laurent du Maroni
GH,GH00,GH888,GHANA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GHANA
GI,GI00,GI888,GIBRALTAR,,,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GIBRALTAR
GL,GL00,GL888,GREENLAND,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GREENLAND
GM,GM00,GM888,GAMBIA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GAMBIA
GN,GN00,GN888,GUINEA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.GUINEA
FR,FR04,GP888,Other - France Guadeloupe,,,,,,,O,Non Short Sea Shipping,,FRY10,,,,,,,,,,,,,,,,,,,,,2004: New entry,,FR DOM,,,,,,Other — France Guadeloupe ,.GUADELOUPE
FR,FR04,GPBBR,Basse Terre (Guadeloupe),,GPPTP,,,,,O,Non Short Sea Shipping,,FRY10,,,,,,,,2016: Chnage of statistical port (previously GP001),,,,,,,,,,,,,,2000: New entry,FR DOM,1600N 06143W,1600N 06143W,1600N 06143W,-61.71666667,16,Basse-Terre (Guadeloupe) ,Basse-Terre
FR,FR04,GPFAE,Folle Anse (Guadeloupe),,GPPTP,,97126,,,O,Non Short Sea Shipping,,FRY10,,,,,,,,2016: Chnage of statistical port (previously GP001),,,,2012: New entry as non-statistical port - New Code requested by NSA but not yet in UNECE web site,,,,,,,,,,,FR DOM,15°56.520' N   61°20.221' W ,,,,,,
FR,FR04,GPGRB,Grand Bourg  (Guadeloupe),,GPPTP,,,,,O,Non Short Sea Shipping,,FRY10,,,,,,,2017: Becomes a non-statistical port,2016: New entry as statistical port,,,,,,,,,,,,,,,UNECE Function to be updated - FR DOM,,,,,,,
FR,FR04,GPJAR,Jarry (Guadeloupe),,GPPTP,,,,,O,Non Short Sea Shipping,,FRY10,,,,,,,,2016: Chnage of statistical port (previously GP001),,,,,,,,,,,,,2004: ex GP002,2000: New entry,FR DOM,,,,,,Jarry (Guadeloupe) ,Jarry
FR,FR04,GPPTP,Pointe a Pitre (Guadeloupe),Pointe-à-Pitre (Guadeloupe),,X,,,Comprehensive,O,Non Short Sea Shipping,,FRY10,,,,,,,,2016: Becomes a statistical port replacing GP001,,,,,,,,,,,,,,2000: New entry,FR DOM,,,1613N 06132W,-61.53312942,16.23340021,Pointe-à-Pitre (Guadeloupe) ,Pointe-à-Pitre
FR,FR04,GPTRS,Trois Rivieres (Guadeloupe),Trois-Rivières (Guadeloupe),GPPTP,,,,,O,Non Short Sea Shipping,,FRY10,,,,,,,2017: Becomes a non-statistical port,2016: New entry as statistical port,,,,,,,,,,,,,,,FR DOM,,,,,,,
GQ,GQ00,GQ888,EQUATORIAL GUINEA,,,,,,,,Non Short Sea Shipping,,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,,,.EQUATORIAL GUINEA
EL,GR00,GR450,Sykea Chalkidikis,,GR888,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRCKC,,,,,,,
EL,GR00,GR736,Eratini Fokidas,,GR888,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRETK,,,,,,,
EL,GR00,GR779,Moni Vatopediou Agiou Orous,,GR888,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRMVO,,,,,,,
EL,GR00,GR780,Moni Iviron Agiou Orous,,GR888,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRIVO,,,,,,,
EL,GR00,GR795,Nea Psara Chiou,,GR888,,,,,X,Mediterranean sea,6,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,
EL,GR00,GR808,Panormos Tinou,,GR888,,,,,X,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRPNT,,,,,,,
EL,GR00,GR813,Petriti Kerkyras,,GR888,,,,Comprehensive,X,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRPTC,,,,,,,
EL,GR00,GR820,Porto Kagio Lakonias,,GR888,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRPKL,,,,,,,
EL,GR00,GR835,Sikia (Porto Rafti),,GR888,,,,,X,Mediterranean sea,6,,,,,,,,,,2015: New entry as non-statistical port (label Petriti Kerkyras was wrongly used in the past),,,,,,,,,,,,,,,,,,,,,
EL,GR00,GR860,Trikeri Island,,GR888,,,,,X,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,2015: Request sent to UNLOCODE to use code GRTKL,,,,,,,
EL,GR00,GR888,Other  Greece,,,X,,,,,Mediterranean sea,6,ELZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Greece ,Athens = Athínai
EL,GR00,GR88T,GR - Dropping areas on water’s edge,,,,,,,,Mediterranean sea,6,ELZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
EL,GR00,GR88P,GR - Offshore installations,,,,,,,,Mediterranean sea,6,ELZZZ,,,,,,,,,,,,,,,,,,,,,2004: New entry,,,,,,,,GR offshore installations ,
EL,GR00,GR88Q,GR - Aggregates extraction areas,,,,,,,,Mediterranean sea,6,ELZZZ,,,,,,,,,,,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
EL,GR00,GR88R,GR - Ship to ship transfer,,,,,,,,Mediterranean sea,6,ELZZZ,,,,,,,,,,,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
EL,GR00,GR909,North Evoikos,(Βόρειος Ευβοϊκός),,X,,,,,Mediterranean sea,6,EL642,,,,,,,,,,,,,2011: New entry as statistical port - It is a fictitious port,,,,,,,,,,,,,,,,,
EL,GR00,GR912,Agios Georgios Saronikou ,,,X,,,,X,Mediterranean sea,6,,,,,,,,2017: Becomes statistical port (from 2015 - previous ref stat port GR888),,2015: New entry as non-statistical port,,,,,,,,,,,,,,,3728N- 2355E,,,,,,
EL,GR00,GR913,Panormitis,,,X,,,,,Mediterranean sea,6,,,,,,2019: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,,
EL,GR00,GR915,Atherinolakos,,GRIER,,,,,,Mediterranean sea,6,,,,,,,,,2016: New entry as non-statistical port,,,,,,,,,,,,,,,,,,,,,,
EL,GR00,GRACL,Achladi,(Αχλάδι Φθιώτιδας),,X,072,,,,Mediterranean sea,6,EL644,,,,,,,,,2015: Wrongly considered as non-statistical port (Ref port: GRSYS),,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,,,3853N 02249E,22.81116503,38.91152167,Achladi (Αχλάδι Φθιώτιδας) ,Achladi
EL,GR00,GRADL,Adamos Milos,,GRMLO,,,,,,Mediterranean sea,6,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,3643N 02426E ,,,,,
EL,GR00,GRAEF,Agia Efimia,(Αγία Ευφημία),GR888,,005,,,X,Mediterranean sea,6,EL623,,,,,,2018: code NUTS changed from EL223 to EL623,,,,,,,2011: Re-entry as non-statistcal port; Ex GR003,,,,,,,,,2000: Deleted,,,,,,,,
EL,GR00,GRAEG,Aegina,(Αίγινα),,X,025,,,X,Mediterranean sea,6,EL307,,,,,,,,,,,,,,,,,,,,,,2000: Ex GR001,,,,3744N 02325E,23.43170166,37.74597168,Aegina (Αίγινα) ,Aegina
EL,GR00,GRAEN,Aegio,(Αίγιο),,X,027,,,,Mediterranean sea,6,EL632,,,,,,,,,,,,,,,,,,,,,,2000: Ex GR002,,,,,22.10000044,38.25000025,Aegio (Αίγιο) ,
EL,GR00,GRAGA,Agria Volou,(Αγριά Βόλου),GRVOL,,,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: Becomes non-statistical port,,,2008: New Entry,,,,,,,,,3920N 02300E,3920N 02300E,23.01271057,39.34058762,,Agriá
EL,GR00,GRAGF,Agios Nikolaos Fokidas,(Άγιος Νικόλαος Φωκίδας),,X,876,,,,Mediterranean sea,6,EL645,,,,,,,,,,,,,,2010: Ex GR876,,,,,,,2004: New entry,,,,,,22.15992515,38.34678319,Agios Nikolaos Fokidas (Άγιος Νικόλαος Φωκίδας) ,
EL,GR00,GRAGG,Agistri Aiginas,(Αγκίστρι Αίγινας),,X,708,,,X,Mediterranean sea,6,EL307,,,,,,,,,,,,,,,,,,,2005: ex GR708,,2004: New entry,,,3743N 02321E,3743N 02321E,3743N 02321E,23.3468897,37.7132092,,Agistri Aiginas
EL,GR00,GRAGK,Agiokampos Larissas,(Αγιόκαμπος Λάρισας),,X,879,,,,Mediterranean sea,6,EL612,,,,,,,,,,,,,,,,,,,2005: ex GR879,,2004: New entry,,,3941N 02253E,3941N 02253E,3941N 02253E,22.88333333,39.68333333,,Agiokampos Larissas
EL,GR00,GRAGM,Agia Marina Fthiotidas,(Αγία Μαρίνα Φθιώτιδας),,X,006,,,,Mediterranean sea,6,EL644,,,,,,,,,,,,,,,,,,,,,"2004: Re-introduced - Change in port name replacing ""Agia Marina Fthiot.""",2000: Deleted,,,,,22.5976567,38.9031587,Agia Marina Fthiotidas (Αγία Μαρίνα Φθιώτιδας) ,Agia Marina
EL,GR00,GRAGN,Agathonissi  Dodekanissou,(Αγαθονήσι Δωδεκανήσων),,X,702,,,X,Mediterranean sea,6,EL421,,,,,,,,,,,,,2011: Ex GR702,,,2008: New Entry,,,,,,,,,3727N 02658E,3727N 02658E,26.9666667,37.46666697,,Agathonisi
EL,GR00,GRAGO,Agios Eystratios Lesvou,(Άγιος Ευστράτιος Λέσβου),,X,703,,,X,Mediterranean sea,6,EL411,,,,,,,,,,,,,,,,,,,2005: ex GR703,,2004: New entry,,,3931N 02500E,3931N 02500E,3931N 02500E,25,39.51666667,,Ágios Efstrátios
EL,GR00,GRAGT,Agii Theodori,(Άγιοι Θεόδωροι),,X,008,,,,Mediterranean sea,6,EL652,,,,,,,,,,,,,,,,,,,,,,,,3755N 02307E,3755N 02307E,3755N 02307E,23.11645844,37.91755349,Agii Theodori (Άγιοι Θεόδωροι) ,Agio Theodoroi
EL,GR00,GRAIG,Aigiali Amorgou,(Αιγιάλη Αμοργού),,X,710,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,,,,2008: Ex GR710,,,,,2004: New entry,,,,,,25.9692902,36.8973237,,
EL,GR00,GRAKI,Agios Kyrikos,(Άγιος Κύρικος),,X,011,,,X,Mediterranean sea,6,EL412,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR005,2000: Deleted,,3735N 02614E,3735N 02614E,3735N 02614E,26.23333333,37.58333333,Agios Kyrikos (Άγιος Κύρικος) ,Agios Kírykos
EL,GR00,GRAKM,Agia Kyriaki (Trikeri Magnisias),(Αγία Κυριακή (Τρίκερι Μαγνησίας)),GR888,,838,,,,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port - Ex GR838,,,,,,,,,,,,,,,,,
EL,GR00,GRAKO,Agios Konstantinos,(Άγιος Κωνσταντίνος),,X,013,,,,Mediterranean sea,6,EL644,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR006,2000: Deleted,,3748N 02649E,3748N 02649E,3748N 02649E,22.8500009,38.74999988,Agios Konstantinos (Άγιος Κωνσταντίνος) ,Agios Konstantínos
EL,GR00,GRAKT,Aktio Vonitsas,(Άκτιο Βόνιτσας),GR888,,,,,,Mediterranean sea,6,EL631,,,,,,,,,,,,2012: Ex GR880,2011: Re-introduced as non-statistcal port,,,2008: Deleted,,,,,,,,,3857N 02045E,,,,,
EL,GR00,GRALO,Alonissos,(Αλόνησσος),,X,035,,,X,Mediterranean sea,6,EL613,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,3909N 02351E,3909N 02351E,3909N 02351E,23.85,39.15,Alonissos (Αλόνησσος) ,Alónnisos
EL,GR00,GRAMF,Amfilochia,(Αμφιλοχία),,X,047,,,,Mediterranean sea,6,EL631,,,,,,,,,,,,,,,,,,,,,"2004: Re-introduced - Change in port name replacing ""Amfiloxia.""",2000: Deleted,,3852N 02110E,3852N 02110E,3852N 02110E,21.16449454,38.86500188,Amfilochia (Αμφιλοχία) ,Amfilochía
EL,GR00,GRAMI,Amoliani,(Αμολιανή),,X,043,,,X,Mediterranean sea,6,EL527,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR011,2000: Deleted,,4020N 02355E,4020N 02355E,4020N 02355E,23.91666667,40.33333333,Amoliani (Αμολιανή) ,Amolianí
EL,GR00,GRAMO,Amorgos(Katapola),Αμοργός(Κατάπολα),,X,045,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,2011: Change in port name (previously: Amorgos (Αμοργός)),,,,,,,,2004: Re-introduced,2000: Deleted,Do not refer to a port in UNLOCODE list - request sent to UNECE,,3650N 02554E,3650N 02554E,25.89999945,36.8166658,Amorgos (Αμοργός) ,Amorgós
EL,GR00,GRAMR,Agia  Marina Aiginas,(Αγία Μαρίνα Αίγινας),,X,868,,,X,Mediterranean sea,6,EL307,,,,,,,,,,,,,,2010: Ex GR868,,,,,,,2004: New entry,,,,,,23.53833333,37.745,Agia Marina Aiginas (Αγία Μαρίνα Αίγινας) ,Agia Marina Aiginas
EL,GR00,GRANA,Anafi Kyklades,(Ανάφη Κυκλάδων),,X,716,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,,,,,,,2005: ex GR716,,2004: New entry,,,3621N 02546E,3621N 02546E,3621N 02546E,25.76666667,36.35,,Anáfi
EL,GR00,GRAND,Andros,(Άνδρος),,X,055,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,3750N 02456E,3750N 02456E,3750N 02456E,24.93726921,37.83679962,Andros (Άνδρος) ,Andros
EL,GR00,GRANI,Agios Nikolaos Creta,(Άγιος Νικόλαος Κρήτης),,X,015,,,X,Mediterranean sea,6,EL432,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,3511N 02543E,3511N 02543E,3511N 02543E,25.71397915,35.1841149,Agios Nikolaos Creta (Άγιος Νικόλαος Κρήτης) ,"Agios Nikólaos, Kríti"
EL,GR00,GRANL,Agnontas Skopelou,(Αγνώντας Σκοπέλου) .,GR888,,874,,,X,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistical port - Ex GR874,,,,,,,,,,,,,,,,,
EL,GR00,GRANP,Antiparos,(Αντίπαρος),,X,059,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR014,2000: Deleted,,,,,25.04999953,36.99999965,Antiparos (Αντίπαρος) ,Antiparos
EL,GR00,GRANT,Antirio,(Αντίριο),,X,060,,,,Mediterranean sea,6,EL631,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR015,2000: Deleted,,3820N 02146E,3820N 02146E,3820N 02146E,21.76666667,38.33333333,Antirio (Αντίριο) ,Andírrion
EL,GR00,GRAOK,Karpathos,(Κάρπαθος),,X,161,,,X,Mediterranean sea,6,EL421,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,,3530N 02714E,3530N 02714E,27.2297672,35.5089247,Karpathos (Κάρπαθος) ,Kárpathos
EL,GR00,GRAPE,Agia Pelagia,(Αγία Πελαγία),,X,019,,,X,Mediterranean sea,6,EL307,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR004,2000: Deleted,,3620N 02259E,3620N 02259E,3620N 02259E,22.9839402,36.3276567,Agia Pelagia (Αγία Πελαγία) ,Agía Pelagía
EL,GR00,GRAPL,Amaliapolis Magnissias,(Αμαλιάπολη  Μαγνησίας),,X,,,,,Mediterranean sea,6,EL613,,,,,,,,,,,,,2011: New entry as statistical port - Ex GR712 - Code GRALM wrongly used in the past,,,,,,,,,,,,3910N 02253E,,,,,
EL,GR00,GRARD,Arkii Dodekanissou ,(Αρκίοι Δωδεκανήσου),,X,717,,,X,Mediterranean sea,6,EL421,,,,,,,,,,,,,2011: New entry as statistical port - Ex GR717,,,,,,,,,,,,,,,,,
EL,GR00,GRARK,Arkitsa Fthiotidas,(Αρκίτσα Φθιώτιδας),,X,877,,,,Mediterranean sea,6,EL644,,,,,,,,,,,,,,,,,,,2005: ex GR877,,2004: New entry,,,3845N 02302E,3845N 02302E,3845N 02302E,23.03333333,38.75,,Arkítsa
EL,GR00,GRARM,Argostoli,(Αργοστόλι),,X,185,,,X,Mediterranean sea,6,EL623,,,,,,,,,Change of code: GREFL wrongly used in the past,,,,,,,,,,,,,,,,,,20.48333333,38.16666667,Argostoli (Αργοστόλι) ,
EL,GR00,GRARS,Astros Arkadias,(Αστρος Αρκαδίας),,X,719,,,,Mediterranean sea,6,EL651,,,,,,,,,,,,,2011: New entry as statistical port - Ex GR719,,,,,,,,,,,,,,,,,Astros
EL,GR00,GRARX,Araxos,(Αραξος),,X,870,,,,Mediterranean sea,6,EL632,,,,,,,,,,,,,,2010: Ex GR870,,,,,,,2004: New entry,,,,,,21.38416667,38.21444444,Araxos (Άραξος) ,
EL,GR00,GRASF,Agios Stefanos Corfu,(Αγιος Στέφανος Κέρκυρας),GR888,,,,,X,Mediterranean sea,6,,,,,,,,,,,,,,2011: New entry as non-statistcal port,,,,,,,,,,,,,,,,,
EL,GR00,GRASS,Aspropyrgos,(Ασπρόπυργος),,X,,,,,Mediterranean sea,6,EL306,,,,,,,,,Change of code: GRAPY wrongly used in the past,,,,2011: Becomes a statistical port (previous stat port: GREEU),,,,,,,,2004: Re-introduced,2000: Deleted,,,,,23.5853962,38.0367417,Aspropyrgos (Ασπρόπυργος) ,
EL,GR00,GRAST,Astakos,(Αστακός),,X,065,,,,Mediterranean sea,6,EL631,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced,2000: Deleted,,3832N 02105E,3832N 02105E,3832N 02105E,21.1,38.53333333,Astakos (Αστακός) ,Astakós
EL,GR00,GRATK,Antikyra,(Αντίκυρα),,X,057,,,,Mediterranean sea,6,EL641,,,,,,,,,,,,,,,,,,,,,,,,,,,22.63074303,38.37757492,Antikyra (Αντίκυρα) ,Antikyra
EL,GR00,GRATN,Athinios Thira Santorini,,GRJTR,,,,Comprehensive,,Mediterranean sea,6,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,,,3623N 02525E,,,,,
EL,GR00,GRATS,Altsi,,GRJSH,,,,,X,Mediterranean sea,6,,,,,,,,,,2015: Ex GR864,,,,,,2009: New entry as non statistical port,,,,,,,,,,,3510N 02553E,,,,Altsi
EL,GR00,GRAXD,Alexandroupolis,(Αλεξανδρούπολις),,X,031,,,,Mediterranean sea,6,EL511,,,,,,,,,,,,,,,,,,,,,,,,,4051N 02552E,4051N 02552E,25.87436467,40.84258923,Alexandroupolis (Αλεξανδρούπολις) ,Alexandroúpolis
EL,GR00,GRCFU,Corfu,(Κέρκυρα),,X,183,,,X,Mediterranean sea,6,EL622,,,,,,,,,,,,,,,,,,,,,,,,3937N 01955E,3937N 01955E,3937N 01955E,19.91666667,39.61666667,Corfu (Κέρκυρα) ,Kérkira (Corfu)
EL,GR00,GRCHQ,Canea,(Χανιά),,X,,,Comprehensive,X,Mediterranean sea,6,EL434,,,,,,,,,,,,2012: Becomes a statistical port (wrongly considered as non-statistical port; reference statistical port was GRSUD),,,,,,,,,,,,,,3530N 02402E,24.02210545,35.50983925,Chanea (Χανιά) ,Chania
EL,GR00,GRCLK,Chalkida,(Χαλκίδα),,X,515,,Comprehensive,,Mediterranean sea,6,EL642,,,,,,,,,,,,,,,,,,,,,,,,3827N 02335E,,,23.5875397,38.4488377,Chalkida (Χαλκίδα) ,
EL,GR00,GRCSF,Chora Sfakion,(Χώρα Σφακίων),,X,525,,,X,Mediterranean sea,6,EL434,,,,,,,,,,,,,,,,,,,,,,2000: Ex GR017,,3512N 02409E,3512N 02409E,3512N 02409E,24.15,35.2,Chora Sfakion (Χώρα Σφακίων) ,Khóra Sfakíon
EL,GR00,GRDAF,Dafni Agiou Orous,(Δάφνη Αγίου Όρους),,X,728,,,,Mediterranean sea,6,ELZZZ,,,,,,,,,,,,,,,,,,,2005: ex GR728,,2004: New entry,,,4013N 02413E,4013N 02413E,4013N 02413E,24.2209547,40.21923995,,Dáfni
EL,GR00,GRDIA,Diafani Karpathou,(Διαφάνι Καρπάθου),,X,729,,,X,Mediterranean sea,6,EL421,,,,,,,,,,,,,,,,,,,2005: ex GR729,,2004: New entry,,,3545N 02713E,3545N 02713E,3545N 02713E,27.21548793,35.7503724,,Diafánion
EL,GR00,GRDIK,Diakofti Kythiron,(ΔΙΑΚΟΦΤΙ ΚΥΘΗΡΩΝ),,X,732,,,X,Mediterranean sea,6,EL307,,,,,,,,,,,,,,,,2008: Ex GR732,2007: back in the list,,,,,,,,,,22.99999992,36.24999952,,
EL,GR00,GRDMB,Dombraina Boiotias,(Δομβραινα Βοιωτίας),,X,900,,,,Mediterranean sea,6,EL641,,,,,,,,,,,,,,2010: Ex GR900,,,,,2005: new entry (last minute),,,,,,,,22.9820118,38.25416184,,
EL,GR00,GRDON,Donoussa Kyklades,(Δονούσσα Κυκλάδων),,X,733,,,X,Mediterranean sea,6,EL422,,,,,,,,,,,,,,,,2008: Ex GR733,,,,,2004: New entry,,,,,,25.81666757,37.11666501,,Donousa Kykladon
EL,GR00,GRDPA,Drapetsona,(Δραπετσώνα),,X,,,,,Mediterranean sea,6,EL307,,,,,,,,,,,,,2011: Becomes a statistical port (previous stat port: GRPIR),,,,,,,,2004: New entry as non statistical port,,,,,3756N 02337E,23.61666659,37.9500007,Drapetsona (Δραπετσώνα) ,Drapetzona
EL,GR00,GRDRE,Drepano Riou,(Δρεπανο Ρίου),,X,902,,,,Mediterranean sea,6,EL632,,,,,,,,,,,,,,2010: Port becomes statistical (Old reference statistical port: GRRIO),,2008: Ex GR902,,2006: new entry (last minute). Non-statistical port. Reference statistical port: GRRIO,,,,,,,,,21.84499154,38.3355904,,
EL,GR00,GREDI,Edipsos,(Αιδηψός),,X,029,,,,Mediterranean sea,6,EL642,,,,,,,,,,,,,,,,,,,,,,2000: Ex GR018,,,,,23.04999898,38.88333501,Edipsos (Αιδηψός) ,Edipsos
EL,GR00,GREEU,Eleusina,(Ελευσίνα),,X,105,,Comprehensive,,Mediterranean sea,6,EL306,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5395737,38.03614655,Eleusina (Ελευσίνα) ,
EL,GR00,GRELN,Elafonissos Lakonias,(Ελαφόνησος Λακωνίας),,X,734,,,X,Mediterranean sea,6,EL653,,,,,,,,,,,,,,,,2008: Ex GR734,,,,,2004: New entry,,,,,,22.9803812,36.5106567,,
EL,GR00,GRELT,Eleftheres,(Ελευθερές),,X,103,,,,Mediterranean sea,6,EL515,,,,,,,,,,,,,,,,,,,,,2004: Re-introduced - Ex GR020,2000: Deleted,,,,,24.31632216,40.85089727,Eleftheres (Ελευθερές) ,Eleftheres
